STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Pays,SKILL,Compétences,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,07-2,sÃ»retÃ© et sÃ©curitÃ© publiques,-0.197,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,07,connaissance du droit et de la sÃ©curitÃ© publique,-0.144,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,08-1,mÃ©decine et dentisterie,0.024,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,08-2,"psychologie, psychothÃ©rapie et conseil",0.056,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,08,connaissances en mÃ©decine,0.08,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,09-1,capacitÃ©s auditives et orales,0.025,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,09-2,capacitÃ©s physiques,-0.044,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,09-3,capacitÃ©s psychomotrices,-0.139,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,09,aptitudes physiques,-0.094,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-1,bÃ¢timent et construction,-0.135,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-2,conception,0.103,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-3,ingÃ©nierie et technologie,-0.055,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-4,production alimentaire,0.121,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-5,installation et maintenance,-0.146,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-6,production et transformation,-0.138,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-7,analyse du contrÃ´le qualitÃ©,0.022,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-8,tÃ©lÃ©communications,0.015,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10-9,transports,-0.256,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,10,connaissance de la production et de la technologie,-0.093,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,11-1,administration et gestion,0.084,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,11-2,gestion des ressources financiÃ¨res,0.085,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,11-3,gestion des ressources matÃ©rielles,0.002,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,11-4,gestion des ressources humaines,0.068,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,11-5,gestion du temps,0.049,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,11,la gestion des ressources,0.114,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,12-1,biologie,0.059,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,12-2,chimie,0.044,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,12-3,gÃ©ographie,0.059,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,12-4,physique,-0.069,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,12-5,sociologie et anthropologie,0.136,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,12,savoir scientifique,0.083,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,13-1,coordination,0.026,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,13-2,jugement et prise de dÃ©cision,0.047,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,13-3,persuasion et nÃ©gociation,0.134,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,13-4,capacitÃ© de perception sociale,0.116,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,14-1,enseignement et formation,0.169,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,14,enseignement et formation,0.347,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,01-1,beaux-arts,-0.095,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,01-2,histoire et archÃ©ologie,-0.054,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,01-3,philosophie et thÃ©ologie,-0.326,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,01,arts et lettres,-0.297,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,02-1,capacitÃ©s d'adaptation et de rÃ©silience,-0.194,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,02-2,motivation et engagement,-0.169,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,02-3,auto-gestion et rigueur,-0.419,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,02-4,valeurs,0.243,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,02,attitudes,-0.217,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,03-1,travail de bureau,-0.742,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,03-2,services aux clients et Ã  la personne,-0.292,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,03-3,vente et commercialisation,-0.242,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,03,processus d'affaires,-0.798,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,04-1,apprentissage,0.394,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,04-2,originalitÃ©,-0.165,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,04-3,aptitudes quantitatives,-0.586,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,04-4,raisonnement et rÃ©solution de problÃ¨mes,-0.29,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,04,compÃ©tences cognitives,-0.245,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,05-1,Ã‰coute active,-0.251,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,05-2,communication et mÃ©dias,-0.283,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,05-3,comprÃ©hension de l'Ã©crit,-0.425,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,05-4,oral,-0.279,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,05-5,Ã‰criture,-0.36,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,05,compÃ©tences en communication,-0.568,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06-1,programmation informatique,-0.266,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06-2,crÃ©ation de contenu digital,-0.752,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06-3,traitement des donnÃ©es,-0.402,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06-4,"sÃ©curitÃ© des technologies de l'information et de la communication, serveurs, et rÃ©seaux",-0.295,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06-5,outils de bureautique et logiciels de gestion,-0.473,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06-6,dÃ©veloppement web et technologies du cloud,-0.331,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,06,compÃ©tences numÃ©riques,-0.788,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,07-1,droit et administration,-0.277,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,07-2,sÃ»retÃ© et sÃ©curitÃ© publiques,-0.137,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,07,connaissance du droit et de la sÃ©curitÃ© publique,-0.389,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,08-1,mÃ©decine et dentisterie,-0.087,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,08-2,"psychologie, psychothÃ©rapie et conseil",0.077,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,08,connaissances en mÃ©decine,0.012,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,09-1,capacitÃ©s auditives et orales,-0.276,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,09-2,capacitÃ©s physiques,-0.282,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,09-3,capacitÃ©s psychomotrices,0.303,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,09,aptitudes physiques,-0.099,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-1,bÃ¢timent et construction,-0.382,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-2,conception,-0.315,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-3,ingÃ©nierie et technologie,-0.635,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-4,production alimentaire,0.042,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-5,installation et maintenance,-0.306,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-6,production et transformation,-0.538,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,MYS,Malaisie,04,compÃ©tences cognitives,0.218,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-7,analyse du contrÃ´le qualitÃ©,-0.572,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-8,tÃ©lÃ©communications,-0.497,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10-9,transports,-0.282,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,10,connaissance de la production et de la technologie,-0.724,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,11-1,administration et gestion,-0.23,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,11-2,gestion des ressources financiÃ¨res,-0.391,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,11-3,gestion des ressources matÃ©rielles,-0.172,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,11-4,gestion des ressources humaines,-0.323,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,11-5,gestion du temps,-0.325,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,11,la gestion des ressources,-0.541,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,12-1,biologie,0.073,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,12-2,chimie,-0.508,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,12-3,gÃ©ographie,-0.459,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,12-4,physique,-0.537,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,12-5,sociologie et anthropologie,-0.108,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,12,savoir scientifique,-0.569,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,13-1,coordination,-0.214,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,13-2,jugement et prise de dÃ©cision,-0.309,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,13-3,persuasion et nÃ©gociation,-0.207,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,13-4,capacitÃ© de perception sociale,-0.474,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,13,compÃ©tences sociales,-0.565,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,14-1,enseignement et formation,0.205,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,PER,Pérou,14,enseignement et formation,0.422,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,01-1,beaux-arts,-0.051,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,01-2,histoire et archÃ©ologie,-0.05,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,01-3,philosophie et thÃ©ologie,-0.156,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,01,arts et lettres,-0.16,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,02-1,capacitÃ©s d'adaptation et de rÃ©silience,-0.21,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,02-2,motivation et engagement,-0.253,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,02-3,auto-gestion et rigueur,-0.115,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,02-4,valeurs,-0.007,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,02,attitudes,-0.274,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,03-1,travail de bureau,0,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,03-2,services aux clients et Ã  la personne,-0.33,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,03-3,vente et commercialisation,-0.246,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,03,processus d'affaires,-0.36,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,04-1,apprentissage,0.16,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,04-2,originalitÃ©,-0.08,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,04-3,aptitudes quantitatives,0.077,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,04-4,raisonnement et rÃ©solution de problÃ¨mes,0.014,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,04,compÃ©tences cognitives,0.098,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,05-1,Ã‰coute active,-0.234,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,05-2,communication et mÃ©dias,-0.084,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,05-3,comprÃ©hension de l'Ã©crit,0.034,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,05-4,oral,-0.065,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,05-5,Ã‰criture,-0.007,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,05,compÃ©tences en communication,-0.131,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06-1,programmation informatique,0.073,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06-2,crÃ©ation de contenu digital,-0.112,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,SVN,Slovénie,11-4,gestion des ressources humaines,-0.063,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06-3,traitement des donnÃ©es,0.085,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06-4,"sÃ©curitÃ© des technologies de l'information et de la communication, serveurs, et rÃ©seaux",0.063,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06-5,outils de bureautique et logiciels de gestion,0.019,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06-6,dÃ©veloppement web et technologies du cloud,0.005,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,06,compÃ©tences numÃ©riques,0.055,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,07-1,droit et administration,0.012,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,07-2,sÃ»retÃ© et sÃ©curitÃ© publiques,-0.015,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,07,connaissance du droit et de la sÃ©curitÃ© publique,0.001,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,08-1,mÃ©decine et dentisterie,0.067,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,08-2,"psychologie, psychothÃ©rapie et conseil",0.175,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,08,connaissances en mÃ©decine,0.249,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,09-1,capacitÃ©s auditives et orales,0.038,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,09-2,capacitÃ©s physiques,-0.116,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,09-3,capacitÃ©s psychomotrices,-0.067,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,09,aptitudes physiques,-0.084,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-1,bÃ¢timent et construction,-0.45,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-2,conception,-0.341,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-3,ingÃ©nierie et technologie,-0.203,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-4,production alimentaire,-0.279,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-5,installation et maintenance,-0.335,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-6,production et transformation,-0.081,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-7,analyse du contrÃ´le qualitÃ©,-0.104,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-8,tÃ©lÃ©communications,-0.051,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10-9,transports,0.148,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,10,connaissance de la production et de la technologie,-0.344,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,11-1,administration et gestion,-0.071,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,11-2,gestion des ressources financiÃ¨res,-0.04,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,11-3,gestion des ressources matÃ©rielles,-0.255,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,11-4,gestion des ressources humaines,-0.068,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,11-5,gestion du temps,-0.101,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,11,la gestion des ressources,-0.201,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,12-1,biologie,0.035,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,12-2,chimie,-0.128,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,12-3,gÃ©ographie,0.016,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,12-4,physique,-0.106,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,12-5,sociologie et anthropologie,-0.003,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,12,savoir scientifique,-0.063,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,13-1,coordination,-0.096,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,13-2,jugement et prise de dÃ©cision,0.006,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,13-3,persuasion et nÃ©gociation,-0.031,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,13-4,capacitÃ© de perception sociale,-0.05,,A,,,,,,,
DATAFLOW,OECD:DF_S4J2022(1.0),Besoins de compétences par pays,I,ROU,Roumanie,13,compÃ©tences sociales,-0.08,,A,,,,,,,
